,paths,slide_ids,targets,preds,probs
322,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-5684-01A-01-BS1/TCGA-CJ-5684-01A-01-BS1_X_2048_Y_1536.png,TCGA-CJ-5684-01A-01-BS1,0,0,0.9858425259590149
746,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-B8-4621-01A-01-BS1/TCGA-B8-4621-01A-01-BS1_X_2048_Y_2560.png,TCGA-B8-4621-01A-01-BS1,0,0,0.9859334826469421
773,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4901-01A-01-TS1/TCGA-CJ-4901-01A-01-TS1_X_7168_Y_4096.png,TCGA-CJ-4901-01A-01-TS1,0,0,0.9859640598297119
763,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4901-01A-01-TS1/TCGA-CJ-4901-01A-01-TS1_X_5632_Y_4608.png,TCGA-CJ-4901-01A-01-TS1,0,0,0.9860198497772217
905,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4907-01A-01-TS1/TCGA-CJ-4907-01A-01-TS1_X_2560_Y_2560.png,TCGA-CJ-4907-01A-01-TS1,0,0,0.9863095283508301
258,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-B0-5709-01A-01-BS1/TCGA-B0-5709-01A-01-BS1_X_1536_Y_2048.png,TCGA-B0-5709-01A-01-BS1,0,0,0.9863862991333008
518,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4872-01A-01-TS1/TCGA-CJ-4872-01A-01-TS1_X_1536_Y_2048.png,TCGA-CJ-4872-01A-01-TS1,0,0,0.9864887595176697
962,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-AK-3431-01A-01-BS1/TCGA-AK-3431-01A-01-BS1_X_4608_Y_3584.png,TCGA-AK-3431-01A-01-BS1,0,0,0.9866542220115662
614,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4889-01A-01-BS1/TCGA-CJ-4889-01A-01-BS1_X_5120_Y_3072.png,TCGA-CJ-4889-01A-01-BS1,0,0,0.9867239594459534
646,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CZ-5458-01A-01-TS1/TCGA-CZ-5458-01A-01-TS1_X_11264_Y_2048.png,TCGA-CZ-5458-01A-01-TS1,0,0,0.9867997169494629
759,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-EU-5904-01A-01-BS1/TCGA-EU-5904-01A-01-BS1_X_3072_Y_1536.png,TCGA-EU-5904-01A-01-BS1,0,0,0.9868113398551941
73,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-AK-3458-01A-01-TS1/TCGA-AK-3458-01A-01-TS1_X_512_Y_0.png,TCGA-AK-3458-01A-01-TS1,0,0,0.9868811368942261
112,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-B0-4819-01A-01-TS1/TCGA-B0-4819-01A-01-TS1_X_4096_Y_1024.png,TCGA-B0-4819-01A-01-TS1,0,0,0.9870638847351074
144,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-A3-3329-01A-01-BS1/TCGA-A3-3329-01A-01-BS1_X_2048_Y_512.png,TCGA-A3-3329-01A-01-BS1,0,0,0.9870713353157043
743,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4901-01A-01-TS1/TCGA-CJ-4901-01A-01-TS1_X_3584_Y_3072.png,TCGA-CJ-4901-01A-01-TS1,0,0,0.9871769547462463
779,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-EU-5904-01A-01-BS1/TCGA-EU-5904-01A-01-BS1_X_3584_Y_5120.png,TCGA-EU-5904-01A-01-BS1,0,0,0.9875028729438782
984,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4913-01A-01-BS1/TCGA-CJ-4913-01A-01-BS1_X_6656_Y_1536.png,TCGA-CJ-4913-01A-01-BS1,0,0,0.987687885761261
968,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4636-01A-01-BS1/TCGA-CJ-4636-01A-01-BS1_X_3072_Y_4096.png,TCGA-CJ-4636-01A-01-BS1,0,0,0.9877211451530457
176,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-A3-3329-01A-01-BS1/TCGA-A3-3329-01A-01-BS1_X_3072_Y_7168.png,TCGA-A3-3329-01A-01-BS1,0,0,0.9878531694412231
435,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-A3-3374-01A-02-BS2/TCGA-A3-3374-01A-02-BS2_X_512_Y_2560.png,TCGA-A3-3374-01A-02-BS2,0,0,0.9879127144813538
593,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4889-01A-01-BS1/TCGA-CJ-4889-01A-01-BS1_X_3072_Y_1536.png,TCGA-CJ-4889-01A-01-BS1,0,0,0.9879850745201111
757,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-B8-4621-01A-01-BS1/TCGA-B8-4621-01A-01-BS1_X_512_Y_2048.png,TCGA-B8-4621-01A-01-BS1,0,0,0.9880997538566589
298,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-B0-5709-01A-01-BS1/TCGA-B0-5709-01A-01-BS1_X_3584_Y_1024.png,TCGA-B0-5709-01A-01-BS1,0,0,0.9881020784378052
807,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-A3-A8OU-01A-01-TS1/TCGA-A3-A8OU-01A-01-TS1_X_18944_Y_2048.png,TCGA-A3-A8OU-01A-01-TS1,0,0,0.9881289601325989
192,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CZ-5470-01A-01-TS1/TCGA-CZ-5470-01A-01-TS1_X_3072_Y_4608.png,TCGA-CZ-5470-01A-01-TS1,0,0,0.9882722496986389
214,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-BP-4167-01A-01-BS1/TCGA-BP-4167-01A-01-BS1_X_3072_Y_4096.png,TCGA-BP-4167-01A-01-BS1,0,0,0.9882776141166687
365,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-A3-3374-01A-01-TS1/TCGA-A3-3374-01A-01-TS1_X_1536_Y_2560.png,TCGA-A3-3374-01A-01-TS1,0,0,0.9883233308792114
902,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CZ-5467-01A-01-TS1/TCGA-CZ-5467-01A-01-TS1_X_8192_Y_3072.png,TCGA-CZ-5467-01A-01-TS1,0,0,0.9883385896682739
135,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4641-01A-01-TS1/TCGA-CJ-4641-01A-01-TS1_X_1024_Y_1536.png,TCGA-CJ-4641-01A-01-TS1,0,0,0.9883748292922974
737,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-A3-A8CQ-01A-01-TS1/TCGA-A3-A8CQ-01A-01-TS1_X_2560_Y_4608.png,TCGA-A3-A8CQ-01A-01-TS1,0,0,0.9884055852890015
697,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CZ-5458-01A-01-TS1/TCGA-CZ-5458-01A-01-TS1_X_5120_Y_2560.png,TCGA-CZ-5458-01A-01-TS1,0,0,0.988519012928009
180,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-BP-4998-01A-01-TS1/TCGA-BP-4998-01A-01-TS1_X_1024_Y_6144.png,TCGA-BP-4998-01A-01-TS1,0,0,0.9885348677635193
169,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-BP-4994-01A-01-TS1/TCGA-BP-4994-01A-01-TS1_X_512_Y_2048.png,TCGA-BP-4994-01A-01-TS1,0,0,0.988575279712677
286,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-BP-4177-01A-02-BS2/TCGA-BP-4177-01A-02-BS2_X_1024_Y_1536.png,TCGA-BP-4177-01A-02-BS2,0,0,0.9887009859085083
4,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-AK-3443-01A-02-BS2/TCGA-AK-3443-01A-02-BS2_X_1536_Y_3072.png,TCGA-AK-3443-01A-02-BS2,0,0,0.9888968467712402
357,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-BP-4177-01A-02-BS2/TCGA-BP-4177-01A-02-BS2_X_5120_Y_2560.png,TCGA-BP-4177-01A-02-BS2,0,0,0.9890542030334473
74,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-B0-5700-01A-01-BS1/TCGA-B0-5700-01A-01-BS1_X_2048_Y_3584.png,TCGA-B0-5700-01A-01-BS1,0,0,0.9891201257705688
111,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4638-01A-01-TS1/TCGA-CJ-4638-01A-01-TS1_X_6656_Y_4608.png,TCGA-CJ-4638-01A-01-TS1,0,0,0.9893575310707092
873,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CZ-5467-01A-01-TS1/TCGA-CZ-5467-01A-01-TS1_X_6144_Y_512.png,TCGA-CZ-5467-01A-01-TS1,0,0,0.9893585443496704
47,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4638-01A-01-TS1/TCGA-CJ-4638-01A-01-TS1_X_1536_Y_3584.png,TCGA-CJ-4638-01A-01-TS1,0,0,0.9893820285797119
702,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-B4-5844-01A-01-BS1/TCGA-B4-5844-01A-01-BS1_X_4096_Y_1536.png,TCGA-B4-5844-01A-01-BS1,0,0,0.9895783066749573
606,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4889-01A-01-BS1/TCGA-CJ-4889-01A-01-BS1_X_4608_Y_1536.png,TCGA-CJ-4889-01A-01-BS1,0,0,0.989619791507721
785,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-EU-5904-01A-01-BS1/TCGA-EU-5904-01A-01-BS1_X_4096_Y_2560.png,TCGA-EU-5904-01A-01-BS1,0,0,0.9897242784500122
866,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-EU-5904-01A-01-BS1/TCGA-EU-5904-01A-01-BS1_X_7168_Y_8192.png,TCGA-EU-5904-01A-01-BS1,0,0,0.9897464513778687
56,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4638-01A-01-TS1/TCGA-CJ-4638-01A-01-TS1_X_2560_Y_1024.png,TCGA-CJ-4638-01A-01-TS1,0,0,0.9897869825363159
95,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-B0-4819-01A-01-TS1/TCGA-B0-4819-01A-01-TS1_X_1536_Y_512.png,TCGA-B0-4819-01A-01-TS1,0,0,0.9898331165313721
919,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4907-01A-01-TS1/TCGA-CJ-4907-01A-01-TS1_X_4608_Y_2560.png,TCGA-CJ-4907-01A-01-TS1,0,0,0.9898578524589539
447,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4868-01A-01-BS1/TCGA-CJ-4868-01A-01-BS1_X_4608_Y_1536.png,TCGA-CJ-4868-01A-01-BS1,0,0,0.9899022579193115
799,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-EU-5904-01A-01-BS1/TCGA-EU-5904-01A-01-BS1_X_4608_Y_4096.png,TCGA-EU-5904-01A-01-BS1,0,0,0.9899691939353943
516,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CJ-4872-01A-01-TS1/TCGA-CJ-4872-01A-01-TS1_X_1024_Y_512.png,TCGA-CJ-4872-01A-01-TS1,0,0,0.9899890422821045
734,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-B8-4621-01A-01-BS1/TCGA-B8-4621-01A-01-BS1_X_0_Y_1536.png,TCGA-B8-4621-01A-01-BS1,0,0,0.9899982810020447
641,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-BP-4349-01A-01-BS1/TCGA-BP-4349-01A-01-BS1_X_512_Y_5120.png,TCGA-BP-4349-01A-01-BS1,0,0,0.9900272488594055
789,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-EU-5904-01A-01-BS1/TCGA-EU-5904-01A-01-BS1_X_4096_Y_4608.png,TCGA-EU-5904-01A-01-BS1,0,0,0.9900369644165039
890,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-AK-3425-01A-02-BS2/TCGA-AK-3425-01A-02-BS2_X_3072_Y_1536.png,TCGA-AK-3425-01A-02-BS2,0,0,0.9900394082069397
809,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-EU-5904-01A-01-BS1/TCGA-EU-5904-01A-01-BS1_X_5120_Y_4096.png,TCGA-EU-5904-01A-01-BS1,0,0,0.9900835752487183
683,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-CZ-5458-01A-01-TS1/TCGA-CZ-5458-01A-01-TS1_X_4096_Y_2560.png,TCGA-CZ-5458-01A-01-TS1,0,0,0.9901148080825806
5,/ssd_scratch/cvit/ashishmenon/KIRC/test_data_for_expt/cancer/TCGA-BP-4961-01A-01-TS1/TCGA-BP-4961-01A-01-TS1_X_4608_Y_3072.png,TCGA-BP-4961-01A-01-TS1,0,0,0.9901368618011475
