,paths,slide_ids,targets,preds,probs
428,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8479-01A-01-TS1/TCGA-85-8479-01A-01-TS1_X_4608_Y_12288.png,TCGA-85-8479-01A-01-TS1,0,0,0.9804609417915344
78,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-94-8035-01A-01-TS1/TCGA-94-8035-01A-01-TS1_X_3072_Y_5120.png,TCGA-94-8035-01A-01-TS1,0,0,0.9804897904396057
561,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-56-6545-01A-01-BS1/TCGA-56-6545-01A-01-BS1_X_4096_Y_7168.png,TCGA-56-6545-01A-01-BS1,0,0,0.9805089235305786
455,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8479-01A-01-TS1/TCGA-85-8479-01A-01-TS1_X_4608_Y_9728.png,TCGA-85-8479-01A-01-TS1,0,0,0.9805128574371338
372,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8479-01A-01-TS1/TCGA-85-8479-01A-01-TS1_X_3584_Y_2048.png,TCGA-85-8479-01A-01-TS1,0,0,0.9805662631988525
435,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_8192_Y_9216.png,TCGA-85-8666-01A-01-TS1,0,0,0.9806933999061584
350,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-98-8022-01A-01-TS1/TCGA-98-8022-01A-01-TS1_X_5632_Y_1536.png,TCGA-98-8022-01A-01-TS1,0,0,0.980707585811615
886,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-66-2786-01A-01-BS1/TCGA-66-2786-01A-01-BS1_X_2048_Y_1536.png,TCGA-66-2786-01A-01-BS1,0,0,0.9807220697402954
898,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_12800_Y_15872.png,TCGA-85-8666-01A-01-TS1,0,0,0.9808815717697144
176,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-BS1/TCGA-85-8666-01A-01-BS1_X_18944_Y_1024.png,TCGA-85-8666-01A-01-BS1,0,0,0.980905294418335
200,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-96-7544-01A-01-TS1/TCGA-96-7544-01A-01-TS1_X_5120_Y_8704.png,TCGA-96-7544-01A-01-TS1,0,0,0.9809231758117676
310,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8479-01A-01-TS1/TCGA-85-8479-01A-01-TS1_X_2560_Y_4096.png,TCGA-85-8479-01A-01-TS1,0,0,0.9809627532958984
352,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-98-8022-01A-01-TS1/TCGA-98-8022-01A-01-TS1_X_5632_Y_2560.png,TCGA-98-8022-01A-01-TS1,0,0,0.9810230135917664
836,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-94-7033-01A-01-TS1/TCGA-94-7033-01A-01-TS1_X_10752_Y_6144.png,TCGA-94-7033-01A-01-TS1,0,0,0.9810691475868225
111,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-60-2712-01A-01-BS1/TCGA-60-2712-01A-01-BS1_X_3584_Y_2048.png,TCGA-60-2712-01A-01-BS1,0,0,0.9811453223228455
668,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8355-01A-01-BS1/TCGA-85-8355-01A-01-BS1_X_12800_Y_6656.png,TCGA-85-8355-01A-01-BS1,0,0,0.981173574924469
589,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-2605-01A-01-TS1/TCGA-34-2605-01A-01-TS1_X_3584_Y_1536.png,TCGA-34-2605-01A-01-TS1,0,0,0.9812169075012207
1004,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-94-8035-01A-01-TS1/TCGA-94-8035-01A-01-TS1_X_15360_Y_3072.png,TCGA-94-8035-01A-01-TS1,0,0,0.9812350869178772
925,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_13312_Y_11776.png,TCGA-85-8666-01A-01-TS1,0,0,0.9812445044517517
520,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_9728_Y_19456.png,TCGA-85-8666-01A-01-TS1,0,0,0.9812486171722412
892,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-66-2786-01A-01-BS1/TCGA-66-2786-01A-01-BS1_X_2560_Y_512.png,TCGA-66-2786-01A-01-BS1,0,0,0.9812518358230591
512,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-7698-01A-01-BS1/TCGA-85-7698-01A-01-BS1_X_10752_Y_1024.png,TCGA-85-7698-01A-01-BS1,0,0,0.9812893271446228
987,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-94-7033-01A-01-TS1/TCGA-94-7033-01A-01-TS1_X_9728_Y_1536.png,TCGA-94-7033-01A-01-TS1,0,0,0.9812912940979004
696,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-BS1/TCGA-85-8666-01A-01-BS1_X_9728_Y_16384.png,TCGA-85-8666-01A-01-BS1,0,0,0.9812936186790466
862,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-7698-01A-01-BS1/TCGA-85-7698-01A-01-BS1_X_2560_Y_2560.png,TCGA-85-7698-01A-01-BS1,0,0,0.9813123345375061
475,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_9216_Y_13312.png,TCGA-85-8666-01A-01-TS1,0,0,0.9813217520713806
723,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-56-6546-01A-01-TS1/TCGA-56-6546-01A-01-TS1_X_2560_Y_2560.png,TCGA-56-6546-01A-01-TS1,0,0,0.9813708662986755
817,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-66-2785-01A-01-TS1/TCGA-66-2785-01A-01-TS1_X_0_Y_1536.png,TCGA-66-2785-01A-01-TS1,0,0,0.9815519452095032
860,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-94-7033-01A-01-TS1/TCGA-94-7033-01A-01-TS1_X_11776_Y_5632.png,TCGA-94-7033-01A-01-TS1,0,0,0.9815585017204285
666,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-5234-01A-01-BS1/TCGA-34-5234-01A-01-BS1_X_7168_Y_1024.png,TCGA-34-5234-01A-01-BS1,0,0,0.9816015958786011
901,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-BS1/TCGA-85-8666-01A-01-BS1_X_14336_Y_11264.png,TCGA-85-8666-01A-01-BS1,0,0,0.9816538095474243
892,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_10752_Y_3072.png,TCGA-34-8455-01A-01-TS1,0,0,0.9817869067192078
589,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8479-01A-01-TS1/TCGA-85-8479-01A-01-TS1_X_6656_Y_8192.png,TCGA-85-8479-01A-01-TS1,0,0,0.9817894101142883
210,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8479-01A-01-TS1/TCGA-85-8479-01A-01-TS1_X_1024_Y_12800.png,TCGA-85-8479-01A-01-TS1,0,0,0.9819043278694153
926,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_11776_Y_7680.png,TCGA-34-8455-01A-01-TS1,0,0,0.9819471836090088
28,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-70-6722-01A-01-BS1/TCGA-70-6722-01A-01-BS1_X_16896_Y_1024.png,TCGA-70-6722-01A-01-BS1,0,0,0.9819504022598267
505,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8479-01A-01-TS1/TCGA-85-8479-01A-01-TS1_X_512_Y_7168.png,TCGA-85-8479-01A-01-TS1,0,0,0.9819678664207458
672,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-56-6545-01A-01-BS1/TCGA-56-6545-01A-01-BS1_X_8704_Y_3584.png,TCGA-56-6545-01A-01-BS1,0,0,0.9819890260696411
594,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-39-5035-01A-01-BS1/TCGA-39-5035-01A-01-BS1_X_7168_Y_0.png,TCGA-39-5035-01A-01-BS1,0,0,0.9820490479469299
354,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-46-3769-01A-01-BS1/TCGA-46-3769-01A-01-BS1_X_3072_Y_2048.png,TCGA-46-3769-01A-01-BS1,0,0,0.9821538925170898
364,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-63-A5MP-01A-01-TS1/TCGA-63-A5MP-01A-01-TS1_X_1024_Y_3584.png,TCGA-63-A5MP-01A-01-TS1,0,0,0.9821596741676331
207,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8479-01A-01-TS1/TCGA-85-8479-01A-01-TS1_X_1024_Y_11264.png,TCGA-85-8479-01A-01-TS1,0,0,0.9821632504463196
489,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_9216_Y_2048.png,TCGA-85-8666-01A-01-TS1,0,0,0.9822830557823181
898,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_10752_Y_6144.png,TCGA-34-8455-01A-01-TS1,0,0,0.9822977781295776
687,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-5927-01A-01-TS1/TCGA-34-5927-01A-01-TS1_X_1536_Y_5120.png,TCGA-34-5927-01A-01-TS1,0,0,0.9823414087295532
865,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_12288_Y_16896.png,TCGA-85-8666-01A-01-TS1,0,0,0.9823613166809082
983,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_1536_Y_6144.png,TCGA-34-8455-01A-01-TS1,0,0,0.9824166297912598
426,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8479-01A-01-TS1/TCGA-85-8479-01A-01-TS1_X_4608_Y_11264.png,TCGA-85-8479-01A-01-TS1,0,0,0.9824193716049194
66,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_15872_Y_17408.png,TCGA-85-8666-01A-01-TS1,0,0,0.9824603199958801
1012,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8355-01A-01-BS1/TCGA-85-8355-01A-01-BS1_X_512_Y_8704.png,TCGA-85-8355-01A-01-BS1,0,0,0.9824982285499573
412,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-39-5024-01A-02-BS2/TCGA-39-5024-01A-02-BS2_X_8704_Y_6144.png,TCGA-39-5024-01A-02-BS2,0,0,0.9825671315193176
711,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-BS1/TCGA-85-8666-01A-01-BS1_X_11264_Y_17408.png,TCGA-85-8666-01A-01-BS1,0,0,0.9825745224952698
685,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-56-6546-01A-01-TS1/TCGA-56-6546-01A-01-TS1_X_1024_Y_3584.png,TCGA-56-6546-01A-01-TS1,0,0,0.9826239943504333
76,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-21-1070-01A-01-BS1/TCGA-21-1070-01A-01-BS1_X_4608_Y_1024.png,TCGA-21-1070-01A-01-BS1,0,0,0.9827266931533813
238,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_3584_Y_7680.png,TCGA-85-8666-01A-01-TS1,0,0,0.9827485680580139
179,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-21-5784-01A-01-TS1/TCGA-21-5784-01A-01-TS1_X_2560_Y_3584.png,TCGA-21-5784-01A-01-TS1,0,0,0.9827854037284851
284,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-43-A56U-01A-01-TS1/TCGA-43-A56U-01A-01-TS1_X_16384_Y_1024.png,TCGA-43-A56U-01A-01-TS1,0,0,0.982799232006073
274,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_9728_Y_9216.png,TCGA-34-8455-01A-01-TS1,0,0,0.9828154444694519
736,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-7698-01A-01-BS1/TCGA-85-7698-01A-01-BS1_X_15872_Y_6144.png,TCGA-85-7698-01A-01-BS1,0,0,0.9828245639801025
730,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-56-6546-01A-01-TS1/TCGA-56-6546-01A-01-TS1_X_2560_Y_5632.png,TCGA-56-6546-01A-01-TS1,0,0,0.9828537702560425
974,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-94-7033-01A-01-TS1/TCGA-94-7033-01A-01-TS1_X_9216_Y_1536.png,TCGA-94-7033-01A-01-TS1,0,0,0.9829170107841492
986,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-BS1/TCGA-85-8666-01A-01-BS1_X_15360_Y_15872.png,TCGA-85-8666-01A-01-BS1,0,0,0.9829188585281372
835,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-94-7033-01A-01-TS1/TCGA-94-7033-01A-01-TS1_X_10752_Y_5632.png,TCGA-94-7033-01A-01-TS1,0,0,0.98294997215271
407,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-BS1/TCGA-85-8666-01A-01-BS1_X_3584_Y_15360.png,TCGA-85-8666-01A-01-BS1,0,0,0.9829874038696289
631,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-7698-01A-01-BS1/TCGA-85-7698-01A-01-BS1_X_13312_Y_3584.png,TCGA-85-7698-01A-01-BS1,0,0,0.9830134510993958
867,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_12288_Y_17920.png,TCGA-85-8666-01A-01-TS1,0,0,0.9830227494239807
179,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_17920_Y_12288.png,TCGA-85-8666-01A-01-TS1,0,0,0.9830543398857117
945,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_12800_Y_6144.png,TCGA-34-8455-01A-01-TS1,0,0,0.9830799102783203
696,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-56-6546-01A-01-TS1/TCGA-56-6546-01A-01-TS1_X_1536_Y_3072.png,TCGA-56-6546-01A-01-TS1,0,0,0.9830833673477173
976,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_1536_Y_3072.png,TCGA-34-8455-01A-01-TS1,0,0,0.9830837249755859
387,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_7680_Y_12800.png,TCGA-85-8666-01A-01-TS1,0,0,0.9831025004386902
962,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-43-6143-01A-01-BS1/TCGA-43-6143-01A-01-BS1_X_9728_Y_2560.png,TCGA-43-6143-01A-01-BS1,0,0,0.983137845993042
370,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-98-8022-01A-01-TS1/TCGA-98-8022-01A-01-TS1_X_7168_Y_2560.png,TCGA-98-8022-01A-01-TS1,0,0,0.9832562208175659
388,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8288-01A-01-BS1/TCGA-85-8288-01A-01-BS1_X_5120_Y_9216.png,TCGA-85-8288-01A-01-BS1,0,0,0.9832575917243958
371,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-98-8022-01A-01-TS1/TCGA-98-8022-01A-01-TS1_X_7168_Y_3072.png,TCGA-98-8022-01A-01-TS1,0,0,0.9832876920700073
319,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-77-7140-01A-02-BS2/TCGA-77-7140-01A-02-BS2_X_2048_Y_0.png,TCGA-77-7140-01A-02-BS2,0,0,0.9832931756973267
265,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_5120_Y_12800.png,TCGA-85-8666-01A-01-TS1,0,0,0.9833059906959534
369,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-98-8022-01A-01-TS1/TCGA-98-8022-01A-01-TS1_X_7168_Y_2048.png,TCGA-98-8022-01A-01-TS1,0,0,0.9833799004554749
175,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-21-5784-01A-01-TS1/TCGA-21-5784-01A-01-TS1_X_2048_Y_5120.png,TCGA-21-5784-01A-01-TS1,0,0,0.9833927750587463
653,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-5234-01A-01-BS1/TCGA-34-5234-01A-01-BS1_X_5632_Y_2560.png,TCGA-34-5234-01A-01-BS1,0,0,0.9834015369415283
923,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-56-8626-01A-01-TS1/TCGA-56-8626-01A-01-TS1_X_1536_Y_1024.png,TCGA-56-8626-01A-01-TS1,0,0,0.9834294319152832
650,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-5234-01A-01-BS1/TCGA-34-5234-01A-01-BS1_X_512_Y_4096.png,TCGA-34-5234-01A-01-BS1,0,0,0.9834457039833069
289,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-O2-A52V-01A-03-TSC/TCGA-O2-A52V-01A-03-TSC_X_5120_Y_4608.png,TCGA-O2-A52V-01A-03-TSC,0,0,0.9834643602371216
353,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-46-3769-01A-01-BS1/TCGA-46-3769-01A-01-BS1_X_3072_Y_1536.png,TCGA-46-3769-01A-01-BS1,0,0,0.9834803938865662
937,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-7698-01A-01-BS1/TCGA-85-7698-01A-01-BS1_X_4608_Y_15872.png,TCGA-85-7698-01A-01-BS1,0,0,0.9835241436958313
704,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-66-2737-01A-01-BS1/TCGA-66-2737-01A-01-BS1_X_1536_Y_2560.png,TCGA-66-2737-01A-01-BS1,0,0,0.9835315942764282
947,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_12800_Y_7168.png,TCGA-34-8455-01A-01-TS1,0,0,0.9835380911827087
866,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_12288_Y_17408.png,TCGA-85-8666-01A-01-TS1,0,0,0.9835589528083801
359,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-98-8022-01A-01-TS1/TCGA-98-8022-01A-01-TS1_X_6144_Y_3072.png,TCGA-98-8022-01A-01-TS1,0,0,0.9835928678512573
699,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-7698-01A-01-BS1/TCGA-85-7698-01A-01-BS1_X_15360_Y_12800.png,TCGA-85-7698-01A-01-BS1,0,0,0.9836011528968811
212,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8666-01A-01-TS1/TCGA-85-8666-01A-01-TS1_X_2048_Y_4608.png,TCGA-85-8666-01A-01-TS1,0,0,0.9836791157722473
360,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-39-5024-01A-02-BS2/TCGA-39-5024-01A-02-BS2_X_12288_Y_7168.png,TCGA-39-5024-01A-02-BS2,0,0,0.9837178587913513
646,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-A53L-01A-02-TSB/TCGA-85-A53L-01A-02-TSB_X_30720_Y_6144.png,TCGA-85-A53L-01A-02-TSB,0,0,0.9837381839752197
975,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-70-6722-01A-01-BS1/TCGA-70-6722-01A-01-BS1_X_12800_Y_6144.png,TCGA-70-6722-01A-01-BS1,0,0,0.9837559461593628
488,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-56-5898-01A-01-TS1/TCGA-56-5898-01A-01-TS1_X_4096_Y_1024.png,TCGA-56-5898-01A-01-TS1,0,0,0.9837775230407715
933,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-56-8626-01A-01-TS1/TCGA-56-8626-01A-01-TS1_X_2560_Y_0.png,TCGA-56-8626-01A-01-TS1,0,0,0.983810305595398
516,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8355-01A-01-BS1/TCGA-85-8355-01A-01-BS1_X_10240_Y_3072.png,TCGA-85-8355-01A-01-BS1,0,0,0.983814537525177
958,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_13312_Y_7680.png,TCGA-34-8455-01A-01-TS1,0,0,0.9838342666625977
875,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-34-8455-01A-01-TS1/TCGA-34-8455-01A-01-TS1_X_1024_Y_2560.png,TCGA-34-8455-01A-01-TS1,0,0,0.9839126467704773
969,/ssd_scratch/cvit/ashishmenon/LUSC/test_data_for_expt/cancer/TCGA-85-8355-01A-01-BS1/TCGA-85-8355-01A-01-BS1_X_4608_Y_3072.png,TCGA-85-8355-01A-01-BS1,0,0,0.9839264750480652
