,paths,slide_ids,targets,preds,probs
991,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_7168_Y_6656.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9846054315567017
990,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8430-01A-01-TS1/TCGA-KN-8430-01A-01-TS1_X_4608_Y_14336.png,TCGA-KN-8430-01A-01-TS1,0,0,0.9847772121429443
894,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_512_Y_5120.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9848663210868835
656,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_16896_Y_11264.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9848753809928894
490,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_14336_Y_15872.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9856329560279846
770,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_18944_Y_11776.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9857877492904663
852,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_4096_Y_7680.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9858158826828003
191,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8430-01A-01-TS1/TCGA-KN-8430-01A-01-TS1_X_9728_Y_4096.png,TCGA-KN-8430-01A-01-TS1,0,0,0.9858382344245911
600,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8340-01A-01-TS1/TCGA-KL-8340-01A-01-TS1_X_5632_Y_1536.png,TCGA-KL-8340-01A-01-TS1,0,0,0.9858796000480652
591,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8325-01A-01-BS1/TCGA-KL-8325-01A-01-BS1_X_512_Y_4608.png,TCGA-KL-8325-01A-01-BS1,0,0,0.9859572649002075
66,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8430-01A-01-TS1/TCGA-KN-8430-01A-01-TS1_X_6144_Y_8704.png,TCGA-KN-8430-01A-01-TS1,0,0,0.9861537218093872
295,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_11264_Y_2048.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9863523244857788
48,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_8704_Y_4608.png,TCGA-KN-8431-01A-01-TS1,0,0,0.986459493637085
765,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_18432_Y_9728.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9865119457244873
746,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_18432_Y_12288.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9865792393684387
264,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_10752_Y_2048.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9865902662277222
977,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_2560_Y_9728.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9865922331809998
468,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_13824_Y_6144.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9866507053375244
425,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8343-01A-01-TS1/TCGA-KL-8343-01A-01-TS1_X_6144_Y_11264.png,TCGA-KL-8343-01A-01-TS1,0,0,0.9866711497306824
217,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_10240_Y_14336.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9867396354675293
219,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_10240_Y_1536.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9870278835296631
532,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_14848_Y_5120.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9871166348457336
20,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_4096_Y_5120.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9873237609863281
819,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8430-01A-01-TS1/TCGA-KN-8430-01A-01-TS1_X_12288_Y_1024.png,TCGA-KN-8430-01A-01-TS1,0,0,0.98734050989151
742,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_18432_Y_10240.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9873510003089905
197,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_7168_Y_13312.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9873883128166199
797,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_2048_Y_7168.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9875217080116272
433,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_13312_Y_5120.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9876192808151245
929,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_11264_Y_9728.png,TCGA-KL-8331-01A-01-TS1,0,0,0.987872838973999
436,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_13312_Y_6656.png,TCGA-KN-8431-01A-01-TS1,0,0,0.988054096698761
957,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_6656_Y_3072.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9881516098976135
275,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_10752_Y_7168.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9881567358970642
944,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_6144_Y_8704.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9881730675697327
302,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_11264_Y_5120.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9883537292480469
122,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8430-01A-01-TS1/TCGA-KN-8430-01A-01-TS1_X_7680_Y_6144.png,TCGA-KN-8430-01A-01-TS1,0,0,0.9885162115097046
234,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_7680_Y_15360.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9887265563011169
73,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_9216_Y_2048.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9887499809265137
233,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_10240_Y_7680.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9887617230415344
420,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_13312_Y_14336.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9890359044075012
229,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_7680_Y_13312.png,TCGA-KL-8331-01A-01-TS1,0,0,0.989077091217041
624,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_16384_Y_11776.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9893929958343506
169,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8430-01A-01-TS1/TCGA-KN-8430-01A-01-TS1_X_9216_Y_1024.png,TCGA-KN-8430-01A-01-TS1,0,0,0.9894222617149353
607,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_15872_Y_4608.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9895814657211304
41,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_8704_Y_14336.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9896994233131409
89,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_9216_Y_9728.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9899084568023682
333,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_9216_Y_2560.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9899777173995972
982,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_3072_Y_11264.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9900097250938416
489,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_14336_Y_15360.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9900318384170532
96,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_5632_Y_1024.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9900923371315002
526,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_14848_Y_2560.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9902233481407166
958,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_2048_Y_8192.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9902757406234741
95,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_9728_Y_11776.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9902869462966919
1006,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_3584_Y_11776.png,TCGA-KL-8331-01A-01-TS1,0,0,0.990410327911377
544,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_15360_Y_10752.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9904384016990662
291,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_11264_Y_14336.png,TCGA-KN-8431-01A-01-TS1,0,0,0.990467369556427
86,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_9216_Y_8192.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9906414151191711
409,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8340-01A-01-TS1/TCGA-KL-8340-01A-01-TS1_X_11264_Y_4096.png,TCGA-KL-8340-01A-01-TS1,0,0,0.9907526969909668
530,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_14848_Y_4608.png,TCGA-KN-8431-01A-01-TS1,0,0,0.990951418876648
319,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_9216_Y_1024.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9909960627555847
685,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_17408_Y_10752.png,TCGA-KN-8431-01A-01-TS1,0,0,0.991018533706665
47,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_8704_Y_4096.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9910435676574707
566,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_15360_Y_6144.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9912064671516418
2,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8430-01A-01-TS1/TCGA-KN-8430-01A-01-TS1_X_5120_Y_7168.png,TCGA-KN-8430-01A-01-TS1,0,0,0.9913095235824585
317,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_11776_Y_11776.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9914737939834595
369,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_12288_Y_6144.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9915368556976318
597,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_15872_Y_14848.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9915539622306824
228,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_7680_Y_12800.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9917622804641724
178,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8430-01A-01-TS1/TCGA-KN-8430-01A-01-TS1_X_9216_Y_6656.png,TCGA-KN-8430-01A-01-TS1,0,0,0.9918096661567688
721,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_17920_Y_14336.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9918373227119446
848,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_4096_Y_5632.png,TCGA-KN-8431-01A-01-TS1,0,0,0.991939127445221
440,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_13312_Y_8704.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9920320510864258
5,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_8192_Y_10752.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9921756386756897
364,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_9728_Y_9216.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9921807050704956
842,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_4096_Y_10752.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9922112226486206
41,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8430-01A-01-TS1/TCGA-KN-8430-01A-01-TS1_X_5632_Y_7680.png,TCGA-KN-8430-01A-01-TS1,0,0,0.992310643196106
285,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_11264_Y_11264.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9923344254493713
160,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KL-8331-01A-01-TS1/TCGA-KL-8331-01A-01-TS1_X_6656_Y_10752.png,TCGA-KL-8331-01A-01-TS1,0,0,0.9924135804176331
312,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_11776_Y_0.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9924831986427307
388,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_12800_Y_14848.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9925056099891663
491,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_14336_Y_16384.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9929337501525879
1006,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_7680_Y_13312.png,TCGA-KN-8431-01A-01-TS1,0,0,0.992988646030426
255,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_10752_Y_11776.png,TCGA-KN-8431-01A-01-TS1,0,0,0.993069052696228
416,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_13312_Y_12288.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9932385683059692
554,/ssd_scratch/cvit/ashishmenon/KICH/test_data_for_expt/cancer/TCGA-KN-8431-01A-01-TS1/TCGA-KN-8431-01A-01-TS1_X_15360_Y_15360.png,TCGA-KN-8431-01A-01-TS1,0,0,0.9932592511177063
